Donor_id,Months since Last Donation,Number of Donations,Total Volume Donated (c.c.),Months since First Donation,Made Donation in March 2007
5615,14,2,500,21,1
5616,23,15,3750,57,0
5617,14,4,1000,38,0
5618,11,2,500,26,1
5619,16,5,1250,40,1
5620,4,2,500,51,1
5621,14,4,1000,40,0
5622,11,3,750,40,1
5623,14,5,1250,50,0
5624,14,1,250,14,1
5625,14,1,250,14,0
5626,14,1,250,14,1
5627,14,1,250,14,0
5628,14,1,250,14,1
5629,14,7,1750,72,0
5630,14,1,250,14,1
5631,9,3,750,52,1
5632,14,7,1750,73,0
5633,11,4,1000,58,1
5634,11,4,1000,59,0
5635,4,2,500,59,1
5636,11,4,1000,61,0
5637,16,4,1000,40,1
5638,16,10,2500,89,0
5639,21,2,500,21,1
5640,21,3,750,26,0
5641,16,8,2000,76,0
5642,21,3,750,26,1
5643,18,2,500,23,0
5644,23,5,1250,33,0
5645,16,3,750,34,1
5646,14,5,1250,64,1
5647,14,3,750,41,1
5648,16,1,250,16,0
5649,16,1,250,16,0
5650,16,1,250,16,1
5651,16,1,250,16,1
5652,16,1,250,16,0
5653,16,1,250,16,1
5654,16,4,1000,45,0
5655,16,1,250,16,1
5656,16,1,250,16,0
5657,16,1,250,16,0
5658,21,2,500,23,1
5659,21,2,500,23,0
5660,14,4,1000,57,1
5661,16,5,1250,60,0
5662,23,2,500,23,0
5663,14,5,1250,74,1
5664,23,3,750,28,0
5665,16,3,750,40,1
5666,9,2,500,52,0
5667,9,2,500,52,1
5668,16,7,1750,87,1
5669,14,2,500,35,0
5670,16,7,1750,93,1
5671,21,2,500,25,0
5672,14,3,750,52,1
5673,18,8,2000,95,0
5674,16,3,750,46,1
5675,11,3,750,76,0
5676,23,12,3000,86,0
5677,21,3,750,35,1
5678,23,2,500,26,0
5679,23,2,500,26,1
5680,23,3,750,33,1
5681,23,2,500,28,0
5682,21,1,250,21,1
5683,21,1,250,21,0
5684,21,1,250,21,1
5685,21,1,250,21,0
5686,21,1,250,21,0
5687,21,1,250,21,1
5688,21,1,250,21,0
5689,21,1,250,21,1
5690,21,1,250,21,1
5691,21,1,250,21,0
5692,21,1,250,21,1
5693,21,5,1250,60,0
5694,23,4,1000,45,1
5695,21,4,1000,52,0
5696,22,1,250,22,1
5697,11,2,500,70,0
5698,23,5,1250,58,1
5699,23,3,750,40,1
5700,23,3,750,41,0
5701,14,3,750,83,1
5702,21,2,500,35,0
5703,26,5,1250,49,1
5704,23,6,1500,70,0
5705,23,1,250,23,1
5706,23,1,250,23,0
5707,23,1,250,23,1
5708,23,1,250,23,0
5709,23,1,250,23,1
5710,23,1,250,23,0
5711,23,1,250,23,1
5712,23,4,1000,53,1
5713,21,6,1500,86,0
5714,21,3,750,64,1
5715,16,2,500,70,1
5716,21,3,750,70,1
5717,23,4,1000,87,1
5718,23,3,750,89,1
5719,35,3,750,64,1
5720,74,1,250,74,1
5721,2,43,10750,86,1
5722,6,22,5500,28,1
5723,2,44,11000,98,0
5724,2,11,2750,23,0
5725,2,21,5250,52,1
5726,4,4,1000,4,1
5727,2,11,2750,26,0
5728,2,11,2750,28,0
5729,3,14,3500,35,1
5730,4,6,1500,14,0
5731,3,5,1250,12,1
5732,4,33,8250,98,1
5733,3,10,2500,33,1
5734,4,10,2500,28,1
5735,2,11,2750,40,1
5736,2,11,2750,41,1
5737,4,13,3250,39,1
5738,1,10,2500,43,1
5739,4,9,2250,28,0
5740,2,5,1250,16,1
5741,2,6,1500,22,1
5742,4,5,1250,16,1
5743,2,4,1000,14,1
5744,2,4,1000,14,0
5745,2,6,1500,26,0
5746,4,5,1250,16,1
5747,2,7,1750,32,1
5748,2,6,1500,26,1
5749,2,8,2000,38,1
5750,2,2,500,4,1
5751,2,6,1500,28,1
5752,4,2,500,4,1
5753,1,14,3500,95,0
5754,2,3,750,11,0
5755,2,12,3000,70,1
5756,4,7,1750,32,1
5757,4,4,1000,16,0
5758,2,6,1500,35,1
5759,2,3,750,14,0
5760,2,4,1000,23,0
5761,4,4,1000,18,1
5762,5,6,1500,28,0
5763,4,6,1500,30,1
5764,14,5,1250,14,1
5765,3,8,2000,50,0
5766,4,9,2250,52,1
5767,4,16,4000,98,1
5768,2,9,2250,75,0
5769,4,6,1500,35,1
5770,4,9,2250,55,0
5771,4,6,1500,35,1
5772,2,6,1500,45,0
5773,2,6,1500,47,0
5774,4,2,500,9,0
5775,2,2,500,11,1
5776,4,6,1500,38,1
5777,9,9,2250,38,0
5778,11,5,1250,18,0
5779,2,3,750,21,1
5780,2,1,250,2,0
5781,2,1,250,2,1
5782,2,1,250,2,0
5783,2,1,250,2,1
5784,2,1,250,2,0
5785,2,1,250,2,1
5786,2,1,250,2,1
5787,2,1,250,2,1
5788,2,1,250,2,0
5789,2,3,750,22,0
5790,9,11,2750,49,1
5791,3,5,1250,38,0
5792,3,1,250,3,1
5793,4,6,1500,43,0
5794,2,3,750,24,0
5795,12,11,2750,39,1
5796,2,2,500,14,1
5797,9,3,750,14,0
5798,14,8,2000,26,0
5799,4,2,500,13,1
5800,4,11,2750,95,0
5801,4,1,250,4,1
5802,4,1,250,4,1
5803,4,1,250,4,0
5804,4,1,250,4,1
5805,4,1,250,4,0
5806,4,1,250,4,1
5807,4,1,250,4,1
5808,4,1,250,4,0
5809,4,7,1750,62,0
5810,4,4,1000,34,1
5811,11,6,1500,28,0
5812,13,3,750,14,1
5813,9,9,2250,54,0
5814,11,2,500,11,0
5815,2,5,1250,63,1
5816,7,11,2750,89,0
5817,8,9,2250,64,1
5818,2,2,500,22,1
5819,11,16,4000,89,0
5820,4,5,1250,58,0
5821,14,7,1750,35,1
5822,11,4,1000,27,0
5823,7,9,2250,89,1
5824,7,5,1250,52,0
5825,11,6,1500,41,1
5826,10,5,1250,38,0
5827,14,2,500,14,1
5828,14,2,500,14,0
5829,14,2,500,14,1
5830,2,2,500,33,1
5831,11,3,750,23,0
5832,14,8,2000,46,1
5833,9,1,250,9,0
5834,16,5,1250,27,1
5835,14,4,1000,26,0
5836,4,2,500,30,0
5837,14,3,750,21,1
5838,16,16,4000,77,0
5839,4,2,500,31,0
5840,14,8,2000,50,1
5841,11,3,750,26,1
5842,14,7,1750,45,1
5843,15,5,1250,33,0
5844,16,2,500,16,1
5845,16,3,750,21,0
5846,11,8,2000,72,1
5847,11,1,250,11,1
5848,11,1,250,11,1
5849,11,1,250,11,1
5850,2,3,750,75,1
5851,2,3,750,77,0
5852,16,4,1000,28,1
5853,16,15,3750,87,0
5854,16,14,3500,83,1
5855,16,10,2500,62,0
5856,16,3,750,23,1
5857,14,3,750,26,0
5858,23,19,4750,62,1
5859,11,7,1750,75,1
5860,20,14,3500,69,1
5861,4,2,500,46,0
5862,11,2,500,25,1
5863,11,3,750,37,1
5864,13,7,1750,76,0
5865,16,6,1500,50,0
5866,14,3,750,33,1
5867,14,1,250,14,1
5868,14,1,250,14,0
5869,14,1,250,14,1
5870,14,1,250,14,1
5871,17,7,1750,58,1
5872,14,3,750,35,0
5873,16,7,1750,64,1
5874,21,2,500,21,1
5875,16,3,750,35,0
5876,16,1,250,16,1
5877,16,1,250,16,0
5878,16,1,250,16,1
5879,16,1,250,16,0
5880,16,1,250,16,1
5881,11,4,1000,74,0
5882,21,6,1500,48,1
5883,23,2,500,23,1
5884,23,6,1500,45,1
5885,14,2,500,35,1
5886,16,4,1000,58,0
5887,16,5,1250,71,0
5888,21,2,500,26,1
5889,21,3,750,35,0
5890,23,8,2000,69,1
5891,21,3,750,38,0
5892,21,3,750,40,1
5893,21,1,250,21,0
5894,21,1,250,21,1
5895,25,6,1500,50,0
5896,21,1,250,21,1
5897,21,1,250,21,0
5898,23,3,750,39,1
5899,21,2,500,33,1
5900,14,3,750,79,0
5901,23,1,250,23,1
5902,23,1,250,23,1
5903,23,1,250,23,0
5904,23,1,250,23,1
5905,23,1,250,23,0
5906,23,1,250,23,1
5907,16,3,750,86,0
5908,21,2,500,52,1
5909,39,1,250,39,0
5910,72,1,250,72,1
5911,2,1,250,2,0
5912,2,1,250,2,0
5913,2,1,250,2,1
5914,2,1,250,2,1
5915,11,10,2500,35,0
5916,11,4,1000,16,1
5917,4,6,1500,41,1
5918,2,3,750,22,0
5919,4,4,1000,26,1
5920,10,4,1000,16,0
5921,2,4,1000,35,0
5922,4,12,3000,88,1
5923,13,8,2000,26,1
5924,4,5,1250,34,0
5925,4,5,1250,35,1
5926,4,7,1750,52,0
5927,4,7,1750,52,0
5928,2,2,500,14,0
5929,2,5,1250,47,1
5930,9,8,2000,38,1
5931,4,6,1500,47,0
5932,9,9,2250,45,1
5933,4,6,1500,52,1
5934,4,7,1750,58,0
5935,6,2,500,11,1
5936,11,9,2250,38,0
5937,2,2,500,16,0
5938,2,7,1750,76,1
5939,11,6,1500,27,1
5940,11,3,750,14,1
5941,4,1,250,4,0
5942,4,1,250,4,0
5943,4,1,250,4,1
5944,4,1,250,4,1
5945,4,1,250,4,0
5946,4,1,250,4,1
5947,4,1,250,4,1
5948,4,1,250,4,0
5949,4,1,250,4,1
5950,4,1,250,4,0
5951,4,3,750,24,1
5952,4,1,250,4,1
5953,4,1,250,4,0
5954,4,1,250,4,1
5955,10,8,2000,39,1
5956,14,7,1750,26,0
5957,8,10,2500,63,0
5958,4,2,500,14,1
5959,2,4,1000,43,1
5960,8,9,2250,58,0
5961,8,8,2000,52,1
5962,11,22,5500,98,0
5963,4,3,750,25,1
5964,11,17,4250,79,1
5965,9,2,500,11,1
5966,4,5,1250,46,0
5967,7,12,3000,86,1
5968,11,2,500,11,0
5969,11,2,500,11,1
5970,2,6,1500,75,1
5971,11,8,2000,41,1
5972,11,3,750,16,1
5973,12,13,3250,59,0
5974,2,3,750,35,1
5975,16,8,2000,28,0
5976,11,7,1750,37,1
5977,4,3,750,28,0
5978,12,12,3000,58,1
5979,4,4,1000,41,0
5980,11,14,3500,73,1
5981,4,5,1250,58,0
5982,4,4,1000,43,1
5983,3,2,500,23,0
5984,11,8,2000,46,1
5985,4,7,1750,82,1
5986,13,4,1000,21,0
5987,16,7,1750,28,1
5988,7,2,500,16,1
5989,4,5,1250,58,1
5990,4,5,1250,58,0
5991,4,4,1000,46,1
5992,14,13,3250,57,1
5993,4,3,750,34,1
5994,14,18,4500,78,0
5995,11,8,2000,48,1
5996,14,16,4000,70,0
5997,14,4,1000,22,1
5998,14,5,1250,26,1
5999,8,2,500,16,0
6000,11,2,500,14,1
6001,4,2,500,23,0
6002,14,3,750,19,1
6003,16,12,3000,50,1
6004,11,4,1000,28,1
6005,11,5,1250,35,0
6006,2,4,1000,70,1
6007,14,5,1250,28,1
6008,14,2,500,14,1
6009,14,2,500,14,1
6010,14,2,500,14,0
6011,14,6,1500,34,1
6012,11,5,1250,37,1
6013,4,5,1250,74,0
6014,11,3,750,23,0
6015,11,5,1250,38,1
6016,12,9,2250,60,0
6017,9,1,250,9,1
6018,9,1,250,9,0
6019,4,2,500,29,1
6020,11,2,500,17,0
6021,14,4,1000,26,1
6022,11,9,2250,72,1
6023,11,5,1250,41,0
6024,9,5,1250,51,1
6025,14,8,2000,50,1
6026,16,7,1750,38,0
6027,14,2,500,16,0
6028,14,16,4000,98,1
6029,14,4,1000,28,1
6030,16,7,1750,39,0
6031,14,7,1750,47,1
6032,16,6,1500,35,1
6033,11,3,750,28,0
6034,11,1,250,11,1
6035,9,3,750,34,0
6036,14,4,1000,30,0
6037,23,38,9500,98,1
6038,11,1,250,11,1
6039,11,1,250,11,0
6040,11,1,250,11,1
6041,11,1,250,11,1
6042,11,1,250,11,1
6043,11,2,500,21,0
6044,11,5,1250,50,1
6045,11,2,500,21,0
6046,16,4,1000,28,1
6047,14,3,750,26,0
6048,9,2,500,26,1
6049,14,6,1500,51,1
6050,11,2,500,24,0
6051,4,3,750,71,1
6052,21,13,3250,57,1
6053,11,6,1500,71,0
6054,14,2,500,21,1
6055,23,15,3750,57,0
6056,14,4,1000,38,0
6057,11,2,500,26,1
6058,16,5,1250,40,1
6059,4,2,500,51,1
6060,14,4,1000,40,0
6061,11,3,750,40,1
6062,14,5,1250,50,0
6063,14,1,250,14,1
6064,14,1,250,14,0
6065,14,1,250,14,1
6066,14,1,250,14,0
6067,14,1,250,14,1
6068,14,7,1750,72,0
6069,14,1,250,14,1
6070,9,3,750,52,1
6071,14,7,1750,73,0
6072,11,4,1000,58,1
6073,11,4,1000,59,0
6074,4,2,500,59,1
6075,11,4,1000,61,0
6076,16,4,1000,40,1
6077,16,10,2500,89,0
6078,21,2,500,21,1
6079,21,3,750,26,0
6080,16,8,2000,76,0
6081,21,3,750,26,1
6082,18,2,500,23,0
6083,23,5,1250,33,0
6084,16,3,750,34,1
6085,14,5,1250,64,1
6086,14,3,750,41,1
6087,16,1,250,16,0
6088,16,1,250,16,0
6089,16,1,250,16,1
6090,16,1,250,16,1
6091,16,1,250,16,0
6092,16,1,250,16,1
6093,16,4,1000,45,0
6094,16,1,250,16,1
6095,16,1,250,16,0
6096,16,1,250,16,0
6097,21,2,500,23,1
6098,21,2,500,23,0
6099,14,4,1000,57,1
6100,16,5,1250,60,0
6101,23,2,500,23,0
6102,14,5,1250,74,1
6103,23,3,750,28,0
6104,16,3,750,40,1
6105,9,2,500,52,0
6106,9,2,500,52,1
6107,16,7,1750,87,1
6108,14,2,500,35,0
6109,16,7,1750,93,1
6110,21,2,500,25,0
6111,14,3,750,52,1
6112,18,8,2000,95,0
6113,16,3,750,46,1
6114,11,3,750,76,0
6115,23,12,3000,86,0
6116,21,3,750,35,1
6117,23,2,500,26,0
6118,23,2,500,26,1
6119,23,3,750,33,1
6120,23,2,500,28,0
6121,21,1,250,21,1
6122,21,1,250,21,0
6123,21,1,250,21,1
6124,21,1,250,21,0
6125,21,1,250,21,0
6126,21,1,250,21,1
6127,21,1,250,21,0
6128,21,1,250,21,1
6129,21,1,250,21,1
6130,21,1,250,21,0
6131,21,1,250,21,1
6132,21,5,1250,60,0
6133,23,4,1000,45,1
6134,21,4,1000,52,0
6135,22,1,250,22,1
6136,11,2,500,70,0
6137,23,5,1250,58,1
6138,23,3,750,40,1
6139,23,3,750,41,0
6140,14,3,750,83,1
6141,21,2,500,35,0
6142,26,5,1250,49,1
6143,23,6,1500,70,0
6144,23,1,250,23,1
6145,23,1,250,23,0
6146,23,1,250,23,1
6147,23,1,250,23,0
6148,23,1,250,23,1
6149,23,1,250,23,0
6150,23,1,250,23,1
6151,23,4,1000,53,1
6152,21,6,1500,86,0
6153,21,3,750,64,1
6154,16,2,500,70,1
6155,21,3,750,70,1
6156,23,4,1000,87,1
6157,23,3,750,89,1
6158,35,3,750,64,1
6159,74,1,250,74,1
6160,2,43,10750,86,1
6161,6,22,5500,28,1
6162,2,44,11000,98,0
6163,2,11,2750,23,0
6164,2,21,5250,52,1
6165,4,4,1000,4,1
6166,2,11,2750,26,0
6167,2,11,2750,28,0
6168,3,14,3500,35,1
6169,4,6,1500,14,0
6170,3,5,1250,12,1
6171,4,33,8250,98,1
6172,3,10,2500,33,1
6173,4,10,2500,28,1
6174,2,11,2750,40,1
6175,2,11,2750,41,1
6176,4,13,3250,39,1
6177,1,10,2500,43,1
6178,4,9,2250,28,0
6179,2,5,1250,16,1
6180,2,6,1500,22,1
6181,4,5,1250,16,1
6182,2,4,1000,14,1
6183,2,4,1000,14,0
6184,2,6,1500,26,0
6185,4,5,1250,16,1
6186,2,7,1750,32,1
6187,2,6,1500,26,1
6188,2,8,2000,38,1
6189,2,2,500,4,1
6190,2,6,1500,28,1
6191,4,2,500,4,1
6192,1,14,3500,95,0
6193,2,3,750,11,0
6194,2,12,3000,70,1
6195,4,7,1750,32,1
6196,4,4,1000,16,0
6197,2,6,1500,35,1
6198,2,3,750,14,0
6199,2,4,1000,23,0
6200,4,4,1000,18,1
6201,5,6,1500,28,0
6202,4,6,1500,30,1
6203,14,5,1250,14,1
6204,3,8,2000,50,0
6205,4,9,2250,52,1
6206,4,16,4000,98,1
6207,2,9,2250,75,0
6208,4,6,1500,35,1
6209,4,9,2250,55,0
6210,4,6,1500,35,1
6211,2,6,1500,45,0
6212,2,6,1500,47,0
6213,4,2,500,9,0
6214,2,2,500,11,1
6215,4,6,1500,38,1
6216,9,9,2250,38,0
6217,11,5,1250,18,0
6218,2,3,750,21,1
6219,2,1,250,2,0
6220,2,1,250,2,1
6221,2,1,250,2,0
6222,2,1,250,2,1
6223,2,1,250,2,0
6224,2,1,250,2,1
6225,2,1,250,2,1
6226,2,1,250,2,1
6227,2,1,250,2,0
6228,2,3,750,22,0
6229,9,11,2750,49,1
6230,3,5,1250,38,0
6231,3,1,250,3,1
6232,4,6,1500,43,0
6233,2,3,750,24,0
6234,12,11,2750,39,1
6235,2,2,500,14,1
6236,9,3,750,14,0
6237,14,8,2000,26,0
6238,4,2,500,13,1
6239,4,11,2750,95,0
6240,4,1,250,4,1
6241,4,1,250,4,1
6242,4,1,250,4,0
6243,4,1,250,4,1
6244,4,1,250,4,0
6245,4,1,250,4,1
6246,4,1,250,4,1
6247,4,1,250,4,0
6248,4,7,1750,62,0
6249,4,4,1000,34,1
6250,11,6,1500,28,0
6251,13,3,750,14,1
6252,9,9,2250,54,0
6253,11,2,500,11,0
6254,2,5,1250,63,1
6255,7,11,2750,89,0
6256,8,9,2250,64,1
6257,2,2,500,22,1
6258,11,16,4000,89,0
6259,4,5,1250,58,0
6260,14,7,1750,35,1
6261,11,4,1000,27,0
6262,7,9,2250,89,1
6263,7,5,1250,52,0
6264,11,6,1500,41,1
6265,10,5,1250,38,0
6266,14,2,500,14,1
6267,14,2,500,14,0
6268,14,2,500,14,1
6269,2,2,500,33,1
6270,11,3,750,23,0
6271,14,8,2000,46,1
6272,9,1,250,9,0
6273,16,5,1250,27,1
6274,14,4,1000,26,0
6275,4,2,500,30,0
6276,14,3,750,21,1
6277,16,16,4000,77,0
6278,4,2,500,31,0
6279,14,8,2000,50,1
6280,11,3,750,26,1
6281,14,7,1750,45,1
6282,15,5,1250,33,0
6283,16,2,500,16,1
6284,16,3,750,21,0
6285,11,8,2000,72,1
6286,11,1,250,11,1
6287,11,1,250,11,1
6288,11,1,250,11,1
6289,2,3,750,75,1
6290,2,3,750,77,0
6291,16,4,1000,28,1
6292,16,15,3750,87,0
6293,16,14,3500,83,1
6294,16,10,2500,62,0
6295,16,3,750,23,1
6296,14,3,750,26,0
6297,23,19,4750,62,1
6298,11,7,1750,75,1
6299,20,14,3500,69,1
6300,4,2,500,46,0
6301,11,2,500,25,1
6302,11,3,750,37,1
6303,13,7,1750,76,0
6304,16,6,1500,50,0
6305,14,3,750,33,1
6306,14,1,250,14,1
6307,14,1,250,14,0
6308,14,1,250,14,1
6309,14,1,250,14,1
6310,17,7,1750,58,1
6311,14,3,750,35,0
6312,16,7,1750,64,1
6313,21,2,500,21,1
6314,16,3,750,35,0
6315,16,1,250,16,1
6316,16,1,250,16,0
6317,16,1,250,16,1
6318,16,1,250,16,0
6319,16,1,250,16,1
6320,11,4,1000,74,0
6321,21,6,1500,48,1
6322,23,2,500,23,1
6323,23,6,1500,45,1
6324,14,2,500,35,1
6325,16,4,1000,58,0
6326,16,5,1250,71,0
6327,21,2,500,26,1
6328,21,3,750,35,0
6329,23,8,2000,69,1
6330,21,3,750,38,0
6331,21,3,750,40,1
6332,21,1,250,21,0
6333,21,1,250,21,1
6334,25,6,1500,50,0
6335,21,1,250,21,1
6336,21,1,250,21,0
6337,23,3,750,39,1
6338,21,2,500,33,1
6339,14,3,750,79,0
6340,23,1,250,23,1
6341,23,1,250,23,1
6342,23,1,250,23,0
6343,23,1,250,23,1
6344,23,1,250,23,0
6345,23,1,250,23,1
6346,16,3,750,86,0
6347,21,2,500,52,1
6348,39,1,250,39,0
6349,72,1,250,72,1
6350,2,50,12500,98,1
6351,0,13,3250,28,1
6352,1,16,4000,35,1
6353,2,20,5000,45,1
6354,1,24,6000,77,0
6355,4,4,1000,4,1
6356,2,7,1750,14,1
6357,1,12,3000,35,0
6358,5,46,11500,98,1
6359,0,3,750,4,0
6360,2,10,2500,28,1
6361,1,13,3250,47,0
6362,2,6,1500,15,1
6363,2,5,1250,11,1
6364,2,14,3500,48,1
6365,2,15,3750,49,1
6366,2,6,1500,15,1
6367,2,3,750,4,1
6368,2,3,750,4,1
6369,4,11,2750,28,0
6370,2,6,1500,16,1
6371,2,6,1500,16,1
6372,4,14,3500,40,0
6373,4,6,1500,14,1
6374,4,8,2000,21,1
6375,1,14,3500,58,0
6376,4,10,2500,28,1
6377,4,10,2500,28,1
6378,2,16,4000,64,0
6379,2,8,2000,28,1
6380,2,12,3000,47,1
6381,4,6,1500,16,1
6382,4,7,1750,22,1
6383,2,13,3250,53,1
6384,2,5,1250,16,0
6385,2,5,1250,16,1
6386,2,5,1250,16,0
6387,4,20,5000,69,1
6388,4,9,2250,28,1
6389,2,9,2250,36,0
6390,2,2,500,2,1
6391,2,2,500,2,1
6392,2,2,500,2,0
6393,2,11,2750,46,1
6394,2,11,2750,46,1
6395,2,6,1500,22,0
6396,4,5,1250,14,1
6397,4,19,4750,69,1
6398,4,8,2000,26,1
6399,2,7,1750,28,1
6400,3,6,1500,21,0
6401,2,8,2000,35,1
6402,4,5,1250,16,1
6403,3,16,4000,74,0
6404,2,4,1000,14,1
6405,0,2,500,4,0
6406,4,7,1750,25,1
6407,1,9,2250,51,0
6408,2,4,1000,16,1
6409,2,4,1000,16,1
6410,4,17,4250,71,1
6411,2,2,500,4,0
6412,2,2,500,4,1
6413,2,2,500,4,1
6414,2,4,1000,16,1
6415,2,2,500,4,0
6416,2,2,500,4,1
6417,2,4,1000,16,1
6418,2,4,1000,16,0
6419,2,4,1000,16,1
6420,2,6,1500,28,1
6421,2,6,1500,28,0
6422,4,2,500,4,1
6423,4,2,500,4,0
6424,2,7,1750,35,1
6425,4,2,500,4,1
6426,4,2,500,4,0
6427,4,2,500,4,0
6428,12,11,2750,23,1
6429,3,17,4250,86,0
6430,4,9,2250,38,1
6431,4,8,2000,34,1
6432,4,9,2250,40,1
6433,2,5,1250,26,0
6434,6,17,4250,70,0
6435,0,8,2000,59,1
6436,2,3,750,14,1
6437,2,10,2500,64,0
6438,4,9,2250,46,1
6439,4,5,1250,23,0
6440,4,8,2000,40,1
6441,2,12,3000,82,1
6442,11,24,6000,64,0
6443,2,7,1750,46,1
6444,4,11,2750,61,0
6445,1,7,1750,57,1
6446,2,11,2750,79,1
6447,2,3,750,16,1
6448,4,5,1250,26,1
6449,2,6,1500,41,1
6450,2,5,1250,33,1
6451,2,4,1000,26,0
6452,2,5,1250,34,0
6453,4,8,2000,46,1
6454,4,8,2000,48,1
6455,2,2,500,10,1
6456,4,5,1250,28,0
6457,2,2,500,10,1
6458,2,11,2750,88,1
6459,2,3,750,19,1
6460,2,5,1250,37,1
6461,9,5,1250,19,0
6462,2,2,500,11,1
6463,2,9,2250,74,0
6464,4,3,750,16,1
6465,4,3,750,16,1
6466,4,2,500,9,1
6467,6,3,750,14,0
6468,2,2,500,11,1
6469,2,2,500,11,1
6470,2,2,500,11,0
6471,2,7,1750,58,1
6472,2,1,250,2,1
6473,2,1,250,2,0
6474,2,1,250,2,1
6475,2,1,250,2,0
6476,2,1,250,2,1
6477,2,1,250,2,0
6478,2,1,250,2,1
6479,2,1,250,2,0
6480,2,1,250,2,1
6481,2,1,250,2,1
6482,2,1,250,2,1
6483,2,1,250,2,0
6484,2,1,250,2,1
6485,2,1,250,2,1
6486,2,1,250,2,1
6487,2,1,250,2,0
6488,2,1,250,2,0
6489,2,1,250,2,1
6490,2,1,250,2,1
6491,11,10,2500,35,0
6492,11,4,1000,16,1
6493,4,6,1500,41,1
6494,2,3,750,22,0
6495,4,4,1000,26,1
6496,10,4,1000,16,0
6497,2,4,1000,35,0
6498,4,12,3000,88,1
6499,13,8,2000,26,1
6500,4,5,1250,34,0
6501,4,5,1250,35,1
6502,4,7,1750,52,0
6503,4,7,1750,52,0
6504,2,2,500,14,0
6505,2,5,1250,47,1
6506,9,8,2000,38,1
6507,4,6,1500,47,0
6508,9,9,2250,45,1
6509,4,6,1500,52,1
6510,4,7,1750,58,0
6511,6,2,500,11,1
6512,11,9,2250,38,0
6513,2,2,500,16,0
6514,2,7,1750,76,1
6515,11,6,1500,27,1
6516,11,3,750,14,1
6517,4,1,250,4,0
6518,4,1,250,4,0
6519,4,1,250,4,1
6520,4,1,250,4,1
6521,4,1,250,4,0
6522,4,1,250,4,1
6523,4,1,250,4,1
6524,4,1,250,4,0
6525,4,1,250,4,1
6526,4,1,250,4,0
6527,4,3,750,24,1
6528,4,1,250,4,1
6529,4,1,250,4,0
6530,4,1,250,4,1
6531,10,8,2000,39,1
6532,14,7,1750,26,0
6533,8,10,2500,63,0
6534,4,2,500,14,1
6535,2,4,1000,43,1
6536,8,9,2250,58,0
6537,8,8,2000,52,1
6538,11,22,5500,98,0
6539,4,3,750,25,1
6540,11,17,4250,79,1
6541,9,2,500,11,1
6542,4,5,1250,46,0
6543,7,12,3000,86,1
6544,11,2,500,11,0
6545,11,2,500,11,1
6546,2,6,1500,75,1
6547,11,8,2000,41,1
6548,11,3,750,16,1
6549,12,13,3250,59,0
6550,2,3,750,35,1
6551,16,8,2000,28,0
6552,11,7,1750,37,1
6553,4,3,750,28,0
6554,12,12,3000,58,1
6555,4,4,1000,41,0
6556,11,14,3500,73,1
6557,4,5,1250,58,0
6558,4,4,1000,43,1
6559,3,2,500,23,0
6560,11,8,2000,46,1
6561,4,7,1750,82,1
6562,13,4,1000,21,0
6563,16,7,1750,28,1
6564,7,2,500,16,1
6565,4,5,1250,58,1
6566,4,5,1250,58,0
6567,4,4,1000,46,1
6568,14,13,3250,57,1
6569,4,3,750,34,1
6570,14,18,4500,78,0
6571,11,8,2000,48,1
6572,14,16,4000,70,0
6573,14,4,1000,22,1
6574,14,5,1250,26,1
6575,8,2,500,16,0
6576,11,2,500,14,1
6577,4,2,500,23,0
6578,14,3,750,19,1
6579,16,12,3000,50,1
6580,11,4,1000,28,1
6581,11,5,1250,35,0
6582,2,4,1000,70,1
6583,14,5,1250,28,1
6584,14,2,500,14,1
6585,14,2,500,14,1
6586,14,2,500,14,0
6587,14,6,1500,34,1
6588,11,5,1250,37,1
6589,4,5,1250,74,0
6590,11,3,750,23,0
6591,11,5,1250,38,1
6592,12,9,2250,60,0
6593,9,1,250,9,1
6594,9,1,250,9,0
6595,4,2,500,29,1
6596,11,2,500,17,0
6597,14,4,1000,26,1
6598,11,9,2250,72,1
6599,11,5,1250,41,0
6600,9,5,1250,51,1
6601,14,8,2000,50,1
6602,16,7,1750,38,0
6603,14,2,500,16,0
6604,14,16,4000,98,1
6605,14,4,1000,28,1
6606,16,7,1750,39,0
6607,14,7,1750,47,1
6608,16,6,1500,35,1
6609,11,3,750,28,0
6610,11,1,250,11,1
6611,9,3,750,34,0
6612,14,4,1000,30,0
6613,23,38,9500,98,1
6614,11,1,250,11,1
6615,11,1,250,11,0
6616,11,1,250,11,1
6617,11,1,250,11,1
6618,11,1,250,11,1
6619,11,2,500,21,0
6620,11,5,1250,50,1
6621,11,2,500,21,0
6622,16,4,1000,28,1
6623,14,3,750,26,0
6624,9,2,500,26,1
6625,14,6,1500,51,1
6626,11,2,500,24,0
6627,4,3,750,71,1
6628,21,13,3250,57,1
6629,11,6,1500,71,0
6630,14,2,500,21,1
6631,23,15,3750,57,0
6632,14,4,1000,38,0
6633,11,2,500,26,1
6634,16,5,1250,40,1
6635,4,2,500,51,1
6636,14,4,1000,40,0
6637,11,3,750,40,1
6638,14,5,1250,50,0
6639,14,1,250,14,1
6640,14,1,250,14,0
6641,14,1,250,14,1
6642,14,1,250,14,0
6643,14,1,250,14,1
6644,14,7,1750,72,0
6645,14,1,250,14,1
6646,9,3,750,52,1
